BG Word;RU word;BG Google Count;RU Google Count
пълномощие;полномочие;735;172000
пълнота;полнота;63100;1440000
пъпеш;дыня;31000;624000
първичен;первичный;51900;1300000
първо;во-первых;1290000;1930000
първо;первое;1290000;8350000
първом;сначала;9390;2250000
първостепенен;первостепенный;18900;37400
пъргав;бойкий;12200;225000
пържа;жарить;8050;528000
пържен;жареный;9850;693000
пържено;жаркое;9210;1520000
пъстър;пестрый;26600;541000
път;дорога;1460000;3320000
път;путъ;1460000;1510
път;путь;1460000;6490000
път;раз;1460000;3910000
пътеводител;путеводитель;309000;1770000
пътека;тропинка;155000;1270000
пътен;дорожный;110000;1510000
пътечка;тропинка;27200;1270000
пътешествам;путешествовать;928;1270000
пътешествие;путешествие;158000;3690000
пътник;пассажир;114000;1420000
пътнически;дорожный;158000;1510000
пътувам;ездить;132000;1440000
пътувам;ехать;132000;1620000
пътуване;поездка;1290000;2440000
пътуване;проезд;1290000;2090000
пътьом;проездом;11000;579000
пюре;пюре;56500;1060000
пясък;песок;143000;1530000
пясъчен;песчаный;24100;1210000
работа;дело;4890000;7010000
работа;работа;4890000;11700000
работилница;мастерская;107000;1740000
работя;действовать;333000;1570000
работя;работать;333000;3040000
равен;равный;239000;1360000
равен;ровный;239000;1440000
равнина;равнина;75700;1440000
равнище;равнина;724000;1440000
равнище;уровень;724000;7790000
равновесие;баланс;142000;1710000
радикален;радикальный;19200;1140000
радио;радио;1960000;4050000
радиус;радиус;45100;1310000
раждане;рождение;431000;1580000
разбера;понять;281000;2230000
